Location,Date,AQI
District of Columbia,1991-04-13,44.0
District of Columbia,1991-04-14,31.0
District of Columbia,1991-04-15,44.0
District of Columbia,1991-04-16,73.0
District of Columbia,1991-04-17,63.0
District of Columbia,1991-04-18,39.0
District of Columbia,1991-04-19,36.0
District of Columbia,1991-04-20,42.0
District of Columbia,1991-04-21,24.0
District of Columbia,1991-04-22,38.0
District of Columbia,1991-04-23,56.0
District of Columbia,1991-04-24,56.0
District of Columbia,1991-04-25,80.0
District of Columbia,1991-04-26,67.0
District of Columbia,1991-04-27,74.0
District of Columbia,1991-04-28,45.0
District of Columbia,1991-04-29,38.0
District of Columbia,1991-04-30,62.0
District of Columbia,1991-05-01,69.0
District of Columbia,1991-05-02,55.0
District of Columbia,1991-05-03,48.0
District of Columbia,1991-05-04,45.0
District of Columbia,1991-05-05,46.0
District of Columbia,1991-05-06,90.0
District of Columbia,1991-05-07,77.0
District of Columbia,1991-05-08,105.0
District of Columbia,1991-05-09,68.0
District of Columbia,1991-05-10,52.0
District of Columbia,1991-05-11,60.0
District of Columbia,1991-05-12,54.0
District of Columbia,1991-05-13,58.0
District of Columbia,1991-05-14,63.0
District of Columbia,1991-05-15,84.0
District of Columbia,1991-05-16,74.0
District of Columbia,1991-05-17,54.0
District of Columbia,1991-05-18,60.0
District of Columbia,1991-05-19,38.0
District of Columbia,1991-05-20,53.0
District of Columbia,1991-05-21,44.0
District of Columbia,1991-05-22,113.0
District of Columbia,1991-05-23,112.0
District of Columbia,1991-05-24,67.0
District of Columbia,1991-05-25,84.0
District of Columbia,1991-05-26,87.0
District of Columbia,1991-05-27,33.0
District of Columbia,1991-05-28,51.0
District of Columbia,1991-05-29,156.0
District of Columbia,1991-05-30,112.0
District of Columbia,1991-05-31,50.0
District of Columbia,1991-06-01,82.0
District of Columbia,1991-06-02,133.0
District of Columbia,1991-06-03,58.0
District of Columbia,1991-06-04,45.0
District of Columbia,1991-06-05,42.0
District of Columbia,1991-06-06,52.0
District of Columbia,1991-06-07,60.0
District of Columbia,1991-06-08,67.0
District of Columbia,1991-06-09,93.0
District of Columbia,1991-06-10,140.0
District of Columbia,1991-06-11,140.0
District of Columbia,1991-06-12,106.0
District of Columbia,1991-06-13,60.0
District of Columbia,1991-06-14,133.0
District of Columbia,1991-06-15,129.0
District of Columbia,1991-06-16,51.0
District of Columbia,1991-06-17,67.0
District of Columbia,1991-06-18,37.0
District of Columbia,1991-06-19,58.0
District of Columbia,1991-06-20,164.0
District of Columbia,1991-06-21,185.0
District of Columbia,1991-06-22,83.0
District of Columbia,1991-06-23,31.0
District of Columbia,1991-06-24,87.0
District of Columbia,1991-06-25,67.0
District of Columbia,1991-06-26,48.0
District of Columbia,1991-06-27,87.0
District of Columbia,1991-06-28,115.0
District of Columbia,1991-06-29,109.0
District of Columbia,1991-06-30,84.0
District of Columbia,1991-07-01,50.0
District of Columbia,1991-07-02,48.0
District of Columbia,1991-07-03,81.0
District of Columbia,1991-07-04,34.0
District of Columbia,1991-07-05,58.0
District of Columbia,1991-07-06,93.0
District of Columbia,1991-07-07,80.0
District of Columbia,1991-07-08,49.0
District of Columbia,1991-07-09,65.0
District of Columbia,1991-07-10,101.0
District of Columbia,1991-07-11,90.0
District of Columbia,1991-07-12,95.0
District of Columbia,1991-07-13,86.0
District of Columbia,1991-07-14,50.0
District of Columbia,1991-07-15,71.0
District of Columbia,1991-07-16,161.0
District of Columbia,1991-07-17,126.0
District of Columbia,1991-07-18,108.0
District of Columbia,1991-07-19,101.0
District of Columbia,1991-07-20,216.0
District of Columbia,1991-07-21,140.0
District of Columbia,1991-07-22,97.0
District of Columbia,1991-07-23,115.0
District of Columbia,1991-07-24,119.0
District of Columbia,1991-07-25,68.0
District of Columbia,1991-07-26,77.0
District of Columbia,1991-07-27,62.0
District of Columbia,1991-07-28,80.0
District of Columbia,1991-07-29,42.0
District of Columbia,1991-07-30,40.0
District of Columbia,1991-07-31,112.0
District of Columbia,1991-08-01,101.0
District of Columbia,1991-08-02,154.0
District of Columbia,1991-08-03,151.0
District of Columbia,1991-08-04,67.0
District of Columbia,1991-08-05,42.0
District of Columbia,1991-08-06,97.0
District of Columbia,1991-08-07,68.0
District of Columbia,1991-08-08,74.0
District of Columbia,1991-08-09,49.0
District of Columbia,1991-08-10,80.0
District of Columbia,1991-08-11,52.0
District of Columbia,1991-08-12,58.0
District of Columbia,1991-08-13,84.0
District of Columbia,1991-08-14,86.0
District of Columbia,1991-08-15,64.0
District of Columbia,1991-08-16,140.0
District of Columbia,1991-08-17,119.0
District of Columbia,1991-08-18,87.0
District of Columbia,1991-08-19,74.0
District of Columbia,1991-08-20,46.0
District of Columbia,1991-08-21,60.0
District of Columbia,1991-08-22,87.0
District of Columbia,1991-08-23,108.0
District of Columbia,1991-08-24,133.0
District of Columbia,1991-08-25,80.0
District of Columbia,1991-08-26,32.0
District of Columbia,1991-08-27,39.0
District of Columbia,1991-08-28,59.0
District of Columbia,1991-08-29,129.0
District of Columbia,1991-08-30,169.0
District of Columbia,1991-08-31,120.0
District of Columbia,1991-09-01,47.0
District of Columbia,1991-09-02,37.0
District of Columbia,1991-09-03,40.0
District of Columbia,1991-09-04,60.0
District of Columbia,1991-09-05,63.0
District of Columbia,1991-09-06,54.0
District of Columbia,1991-09-07,90.0
District of Columbia,1991-09-08,115.0
District of Columbia,1991-09-09,93.0
District of Columbia,1991-09-10,57.0
District of Columbia,1991-09-11,64.0
District of Columbia,1991-09-12,54.0
District of Columbia,1991-09-13,79.0
District of Columbia,1991-09-14,98.0
District of Columbia,1991-09-15,46.0
District of Columbia,1991-09-16,112.0
District of Columbia,1991-09-17,97.0
District of Columbia,1991-09-18,99.0
District of Columbia,1991-09-19,30.0
District of Columbia,1991-09-20,44.0
District of Columbia,1991-09-21,45.0
District of Columbia,1991-09-22,45.0
District of Columbia,1991-09-23,49.0
District of Columbia,1991-09-24,49.0
District of Columbia,1991-09-25,45.0
District of Columbia,1991-09-26,33.0
District of Columbia,1991-09-27,58.0
District of Columbia,1991-09-28,62.0
District of Columbia,1991-09-29,57.0
District of Columbia,1991-09-30,42.0
District of Columbia,1991-10-01,56.0
District of Columbia,1991-10-02,77.0
District of Columbia,1991-10-03,46.0
District of Columbia,1991-10-04,78.0
District of Columbia,1991-10-05,57.0
District of Columbia,1991-10-06,29.0
District of Columbia,1991-10-07,29.0
District of Columbia,1991-10-08,54.0
District of Columbia,1991-10-09,74.0
District of Columbia,1991-10-10,64.0
District of Columbia,1991-10-11,62.0
District of Columbia,1991-10-12,62.0
District of Columbia,1991-10-13,27.0
District of Columbia,1991-10-14,47.0
District of Columbia,1991-10-15,56.0
District of Columbia,1991-10-16,35.0
District of Columbia,1991-10-17,40.0
District of Columbia,1991-10-18,102.0
District of Columbia,1991-10-19,87.0
District of Columbia,1991-10-20,39.0
District of Columbia,1991-10-21,95.0
District of Columbia,1991-10-22,102.0
District of Columbia,1991-10-23,115.0
District of Columbia,1991-10-24,64.0
District of Columbia,1991-10-25,76.0
District of Columbia,1991-10-26,77.0
District of Columbia,1991-10-27,33.0
District of Columbia,1991-10-28,41.0
District of Columbia,1991-10-29,66.0
District of Columbia,1991-10-30,49.0
District of Columbia,1991-10-31,42.0
District of Columbia,1991-11-01,44.0
District of Columbia,1991-11-02,74.0
District of Columbia,1991-11-03,42.0
District of Columbia,1991-11-04,29.0
District of Columbia,1991-11-05,42.0
District of Columbia,1991-11-06,66.0
District of Columbia,1991-11-07,85.0
District of Columbia,1991-11-08,45.0
District of Columbia,1991-11-09,53.0
District of Columbia,1991-11-10,22.0
District of Columbia,1991-11-11,25.0
District of Columbia,1991-11-12,37.0
District of Columbia,1991-11-13,60.0
District of Columbia,1991-11-14,111.0
District of Columbia,1991-11-15,93.0
District of Columbia,1991-11-16,89.0
District of Columbia,1991-11-17,51.0
District of Columbia,1991-11-18,100.0
District of Columbia,1991-11-19,111.0
District of Columbia,1991-11-20,61.0
District of Columbia,1991-11-21,35.0
District of Columbia,1991-11-22,38.0
District of Columbia,1991-11-23,30.0
District of Columbia,1991-11-24,35.0
District of Columbia,1991-11-25,23.0
District of Columbia,1991-11-26,47.0
District of Columbia,1991-11-27,86.0
District of Columbia,1991-11-28,43.0
District of Columbia,1991-11-29,101.0
District of Columbia,1991-11-30,52.0
District of Columbia,1991-12-01,37.0
District of Columbia,1991-12-02,35.0
District of Columbia,1991-12-03,42.0
District of Columbia,1991-12-04,28.0
District of Columbia,1991-12-05,32.0
District of Columbia,1991-12-06,34.0
District of Columbia,1991-12-07,77.0
District of Columbia,1991-12-08,72.0
District of Columbia,1991-12-09,81.0
District of Columbia,1991-12-10,50.0
District of Columbia,1991-12-11,73.0
District of Columbia,1991-12-12,108.0
District of Columbia,1991-12-13,58.0
District of Columbia,1991-12-14,55.0
District of Columbia,1991-12-15,32.0
District of Columbia,1991-12-16,32.0
District of Columbia,1991-12-17,95.0
District of Columbia,1991-12-18,45.0
District of Columbia,1991-12-19,38.0
District of Columbia,1991-12-20,61.0
District of Columbia,1991-12-21,41.0
District of Columbia,1991-12-22,36.0
District of Columbia,1991-12-23,64.0
District of Columbia,1991-12-24,52.0
District of Columbia,1991-12-25,63.0
District of Columbia,1991-12-26,49.0
District of Columbia,1991-12-27,45.0
District of Columbia,1991-12-28,105.0
District of Columbia,1991-12-29,29.0
District of Columbia,1991-12-30,27.0
District of Columbia,1991-12-31,39.0
District of Columbia,1992-01-01,89.0
District of Columbia,1992-01-02,48.0
District of Columbia,1992-01-03,30.0
District of Columbia,1992-01-04,29.0
District of Columbia,1992-01-05,24.0
District of Columbia,1992-01-06,29.0
District of Columbia,1992-01-07,26.0
District of Columbia,1992-01-08,54.0
District of Columbia,1992-01-09,42.0
District of Columbia,1992-01-10,34.0
District of Columbia,1992-01-11,52.0
District of Columbia,1992-01-12,51.0
District of Columbia,1992-01-13,72.0
District of Columbia,1992-01-14,27.0
District of Columbia,1992-01-15,40.0
District of Columbia,1992-01-16,31.0
District of Columbia,1992-01-17,39.0
District of Columbia,1992-01-18,28.0
District of Columbia,1992-01-19,41.0
District of Columbia,1992-01-20,40.0
District of Columbia,1992-01-21,66.0
District of Columbia,1992-01-22,108.0
District of Columbia,1992-01-23,45.0
District of Columbia,1992-01-24,30.0
District of Columbia,1992-01-25,52.0
District of Columbia,1992-01-26,44.0
District of Columbia,1992-01-27,62.0
District of Columbia,1992-01-28,78.0
District of Columbia,1992-01-29,108.0
District of Columbia,1992-01-30,128.0
District of Columbia,1992-01-31,97.0
District of Columbia,1992-02-01,38.0
District of Columbia,1992-02-02,27.0
District of Columbia,1992-02-03,60.0
District of Columbia,1992-02-04,81.0
District of Columbia,1992-02-05,62.0
District of Columbia,1992-02-06,70.0
District of Columbia,1992-02-07,49.0
District of Columbia,1992-02-08,56.0
District of Columbia,1992-02-09,29.0
District of Columbia,1992-02-10,42.0
District of Columbia,1992-02-11,43.0
District of Columbia,1992-02-12,53.0
District of Columbia,1992-02-13,39.0
District of Columbia,1992-02-14,72.0
District of Columbia,1992-02-15,46.0
District of Columbia,1992-02-16,25.0
District of Columbia,1992-02-17,35.0
District of Columbia,1992-02-18,45.0
District of Columbia,1992-02-19,64.0
District of Columbia,1992-02-20,33.0
District of Columbia,1992-02-21,49.0
District of Columbia,1992-02-22,79.0
District of Columbia,1992-02-23,69.0
District of Columbia,1992-02-24,37.0
District of Columbia,1992-02-25,42.0
District of Columbia,1992-02-26,48.0
District of Columbia,1992-02-27,47.0
District of Columbia,1992-02-28,47.0
District of Columbia,1992-02-29,31.0
District of Columbia,1992-03-01,47.0
District of Columbia,1992-03-02,107.0
District of Columbia,1992-03-03,42.0
District of Columbia,1992-03-04,87.0
District of Columbia,1992-03-05,68.0
District of Columbia,1992-03-06,57.0
District of Columbia,1992-03-07,65.0
District of Columbia,1992-03-08,55.0
District of Columbia,1992-03-09,44.0
District of Columbia,1992-03-10,48.0
District of Columbia,1992-03-11,29.0
District of Columbia,1992-03-12,33.0
District of Columbia,1992-03-13,33.0
District of Columbia,1992-03-14,58.0
District of Columbia,1992-03-15,37.0
District of Columbia,1992-03-16,54.0
District of Columbia,1992-03-17,76.0
District of Columbia,1992-03-18,63.0
District of Columbia,1992-03-19,39.0
District of Columbia,1992-03-20,53.0
District of Columbia,1992-03-21,67.0
District of Columbia,1992-03-22,51.0
District of Columbia,1992-03-23,40.0
District of Columbia,1992-03-24,97.0
District of Columbia,1992-03-25,63.0
District of Columbia,1992-03-26,56.0
District of Columbia,1992-03-27,35.0
District of Columbia,1992-03-28,55.0
District of Columbia,1992-03-29,42.0
District of Columbia,1992-03-30,60.0
District of Columbia,1992-03-31,77.0
District of Columbia,1992-04-01,87.0
District of Columbia,1992-04-02,24.0
District of Columbia,1992-04-03,27.0
District of Columbia,1992-04-04,57.0
District of Columbia,1992-04-05,35.0
District of Columbia,1992-04-06,86.0
District of Columbia,1992-04-07,99.0
District of Columbia,1992-04-08,88.0
District of Columbia,1992-04-09,77.0
District of Columbia,1992-04-10,70.0
District of Columbia,1992-04-11,100.0
District of Columbia,1992-04-12,42.0
District of Columbia,1992-04-13,40.0
District of Columbia,1992-04-14,54.0
District of Columbia,1992-04-15,45.0
District of Columbia,1992-04-16,47.0
District of Columbia,1992-04-17,56.0
District of Columbia,1992-04-18,87.0
District of Columbia,1992-04-19,32.0
District of Columbia,1992-04-20,57.0
District of Columbia,1992-04-21,33.0
District of Columbia,1992-04-22,51.0
District of Columbia,1992-04-23,74.0
District of Columbia,1992-04-24,62.0
District of Columbia,1992-04-25,60.0
District of Columbia,1992-04-26,33.0
District of Columbia,1992-04-27,47.0
District of Columbia,1992-04-28,53.0
District of Columbia,1992-04-29,60.0
District of Columbia,1992-04-30,44.0
District of Columbia,1992-05-01,51.0
District of Columbia,1992-05-02,74.0
District of Columbia,1992-05-03,48.0
District of Columbia,1992-05-04,26.0
District of Columbia,1992-05-05,26.0
District of Columbia,1992-05-06,38.0
District of Columbia,1992-05-07,32.0
District of Columbia,1992-05-08,33.0
District of Columbia,1992-05-09,38.0
District of Columbia,1992-05-10,52.0
District of Columbia,1992-05-11,84.0
District of Columbia,1992-05-12,61.0
District of Columbia,1992-05-13,78.0
District of Columbia,1992-05-14,74.0
District of Columbia,1992-05-15,67.0
District of Columbia,1992-05-16,99.0
District of Columbia,1992-05-17,29.0
District of Columbia,1992-05-18,43.0
District of Columbia,1992-05-19,36.0
District of Columbia,1992-05-20,57.0
District of Columbia,1992-05-21,83.0
District of Columbia,1992-05-22,108.0
District of Columbia,1992-05-23,159.0
District of Columbia,1992-05-24,67.0
District of Columbia,1992-05-25,26.0
District of Columbia,1992-05-26,34.0
District of Columbia,1992-05-27,54.0
District of Columbia,1992-05-28,54.0
District of Columbia,1992-05-29,64.0
District of Columbia,1992-05-30,56.0
District of Columbia,1992-05-31,39.0
District of Columbia,1992-06-01,31.0
District of Columbia,1992-06-02,48.0
District of Columbia,1992-06-03,60.0
District of Columbia,1992-06-04,43.0
District of Columbia,1992-06-05,40.0
District of Columbia,1992-06-06,82.0
District of Columbia,1992-06-07,64.0
District of Columbia,1992-06-08,54.0
District of Columbia,1992-06-09,48.0
District of Columbia,1992-06-10,73.0
District of Columbia,1992-06-11,68.0
District of Columbia,1992-06-12,115.0
District of Columbia,1992-06-13,90.0
District of Columbia,1992-06-14,61.0
District of Columbia,1992-06-15,126.0
District of Columbia,1992-06-16,43.0
District of Columbia,1992-06-17,64.0
District of Columbia,1992-06-18,44.0
District of Columbia,1992-06-19,54.0
District of Columbia,1992-06-20,65.0
District of Columbia,1992-06-21,32.0
District of Columbia,1992-06-22,55.0
District of Columbia,1992-06-23,67.0
District of Columbia,1992-06-24,106.0
District of Columbia,1992-06-25,46.0
District of Columbia,1992-06-26,80.0
District of Columbia,1992-06-27,101.0
District of Columbia,1992-06-28,84.0
District of Columbia,1992-06-29,101.0
District of Columbia,1992-06-30,119.0
District of Columbia,1992-07-01,92.0
District of Columbia,1992-07-02,90.0
District of Columbia,1992-07-03,41.0
District of Columbia,1992-07-04,68.0
District of Columbia,1992-07-05,90.0
District of Columbia,1992-07-06,65.0
District of Columbia,1992-07-07,42.0
District of Columbia,1992-07-08,87.0
District of Columbia,1992-07-09,47.0
District of Columbia,1992-07-10,84.0
District of Columbia,1992-07-11,81.0
District of Columbia,1992-07-12,90.0
District of Columbia,1992-07-13,54.0
District of Columbia,1992-07-14,51.0
District of Columbia,1992-07-15,80.0
District of Columbia,1992-07-16,90.0
District of Columbia,1992-07-17,84.0
District of Columbia,1992-07-18,63.0
District of Columbia,1992-07-19,87.0
District of Columbia,1992-07-20,143.0
District of Columbia,1992-07-21,71.0
District of Columbia,1992-07-22,66.0
District of Columbia,1992-07-23,42.0
District of Columbia,1992-07-24,27.0
District of Columbia,1992-07-25,54.0
District of Columbia,1992-07-26,35.0
District of Columbia,1992-07-27,39.0
District of Columbia,1992-07-28,62.0
District of Columbia,1992-07-29,140.0
District of Columbia,1992-07-30,133.0
District of Columbia,1992-07-31,48.0
District of Columbia,1992-08-01,48.0
District of Columbia,1992-08-02,61.0
District of Columbia,1992-08-03,90.0
District of Columbia,1992-08-04,48.0
District of Columbia,1992-08-05,59.0
District of Columbia,1992-08-06,64.0
District of Columbia,1992-08-07,93.0
District of Columbia,1992-08-08,76.0
District of Columbia,1992-08-09,48.0
District of Columbia,1992-08-10,80.0
District of Columbia,1992-08-11,61.0
District of Columbia,1992-08-12,68.0
District of Columbia,1992-08-13,49.0
District of Columbia,1992-08-14,30.0
District of Columbia,1992-08-15,44.0
District of Columbia,1992-08-16,21.0
District of Columbia,1992-08-17,34.0
District of Columbia,1992-08-18,54.0
District of Columbia,1992-08-19,110.0
District of Columbia,1992-08-20,46.0
District of Columbia,1992-08-21,71.0
District of Columbia,1992-08-22,104.0
District of Columbia,1992-08-23,143.0
District of Columbia,1992-08-24,129.0
District of Columbia,1992-08-25,97.0
District of Columbia,1992-08-26,133.0
District of Columbia,1992-08-27,122.0
District of Columbia,1992-08-28,29.0
District of Columbia,1992-08-29,39.0
District of Columbia,1992-08-30,51.0
District of Columbia,1992-08-31,45.0
District of Columbia,1992-09-01,62.0
District of Columbia,1992-09-02,91.0
District of Columbia,1992-09-03,43.0
District of Columbia,1992-09-04,60.0
District of Columbia,1992-09-05,104.0
District of Columbia,1992-09-06,25.0
District of Columbia,1992-09-07,27.0
District of Columbia,1992-09-08,35.0
District of Columbia,1992-09-09,58.0
District of Columbia,1992-09-10,32.0
District of Columbia,1992-09-11,42.0
District of Columbia,1992-09-12,42.0
District of Columbia,1992-09-13,64.0
District of Columbia,1992-09-14,71.0
District of Columbia,1992-09-15,51.0
District of Columbia,1992-09-16,90.0
District of Columbia,1992-09-17,66.0
District of Columbia,1992-09-18,48.0
District of Columbia,1992-09-19,38.0
District of Columbia,1992-09-20,45.0
District of Columbia,1992-09-21,37.0
District of Columbia,1992-09-22,34.0
District of Columbia,1992-09-23,38.0
District of Columbia,1992-09-24,46.0
District of Columbia,1992-09-25,31.0
District of Columbia,1992-09-26,42.0
District of Columbia,1992-09-27,29.0
District of Columbia,1992-09-28,46.0
District of Columbia,1992-09-29,36.0
District of Columbia,1992-09-30,31.0
District of Columbia,1992-10-01,39.0
District of Columbia,1992-10-02,52.0
District of Columbia,1992-10-03,75.0
District of Columbia,1992-10-04,41.0
District of Columbia,1992-10-05,32.0
District of Columbia,1992-10-06,42.0
District of Columbia,1992-10-07,60.0
District of Columbia,1992-10-08,52.0
District of Columbia,1992-10-09,29.0
District of Columbia,1992-10-10,60.0
District of Columbia,1992-10-11,44.0
District of Columbia,1992-10-12,45.0
District of Columbia,1992-10-13,48.0
District of Columbia,1992-10-14,77.0
District of Columbia,1992-10-15,100.0
District of Columbia,1992-10-16,44.0
District of Columbia,1992-10-17,32.0
District of Columbia,1992-10-18,37.0
District of Columbia,1992-10-19,29.0
District of Columbia,1992-10-20,36.0
District of Columbia,1992-10-21,69.0
District of Columbia,1992-10-22,40.0
District of Columbia,1992-10-23,53.0
District of Columbia,1992-10-24,93.0
District of Columbia,1992-10-25,33.0
District of Columbia,1992-10-26,45.0
District of Columbia,1992-10-27,37.0
District of Columbia,1992-10-28,62.0
District of Columbia,1992-10-29,39.0
District of Columbia,1992-10-30,35.0
District of Columbia,1992-10-31,85.0
District of Columbia,1992-11-01,25.0
District of Columbia,1992-11-02,29.0
District of Columbia,1992-11-03,53.0
District of Columbia,1992-11-04,78.0
District of Columbia,1992-11-05,32.0
District of Columbia,1992-11-06,27.0
District of Columbia,1992-11-07,59.0
District of Columbia,1992-11-08,37.0
District of Columbia,1992-11-09,47.0
District of Columbia,1992-11-10,50.0
District of Columbia,1992-11-11,82.0
District of Columbia,1992-11-12,55.0
District of Columbia,1992-11-13,41.0
District of Columbia,1992-11-14,37.0
District of Columbia,1992-11-15,33.0
District of Columbia,1992-11-16,42.0
District of Columbia,1992-11-17,47.0
District of Columbia,1992-11-18,68.0
District of Columbia,1992-11-19,34.0
District of Columbia,1992-11-20,37.0
District of Columbia,1992-11-21,53.0
District of Columbia,1992-11-22,31.0
District of Columbia,1992-11-23,32.0
District of Columbia,1992-11-24,32.0
District of Columbia,1992-11-25,60.0
District of Columbia,1992-11-26,22.0
District of Columbia,1992-11-27,24.0
District of Columbia,1992-11-28,51.0
District of Columbia,1992-11-29,25.0
District of Columbia,1992-11-30,40.0
District of Columbia,1992-12-01,37.0
District of Columbia,1992-12-02,73.0
District of Columbia,1992-12-03,33.0
District of Columbia,1992-12-04,36.0
District of Columbia,1992-12-05,37.0
District of Columbia,1992-12-06,34.0
District of Columbia,1992-12-07,30.0
District of Columbia,1992-12-08,32.0
District of Columbia,1992-12-09,93.0
District of Columbia,1992-12-10,38.0
District of Columbia,1992-12-11,26.0
District of Columbia,1992-12-12,25.0
District of Columbia,1992-12-13,25.0
District of Columbia,1992-12-14,35.0
District of Columbia,1992-12-15,34.0
District of Columbia,1992-12-16,77.0
District of Columbia,1992-12-17,34.0
District of Columbia,1992-12-18,47.0
District of Columbia,1992-12-19,68.0
District of Columbia,1992-12-20,28.0
District of Columbia,1992-12-21,36.0
District of Columbia,1992-12-22,79.0
District of Columbia,1992-12-23,68.0
District of Columbia,1992-12-24,29.0
District of Columbia,1992-12-25,38.0
District of Columbia,1992-12-26,54.0
District of Columbia,1992-12-27,38.0
District of Columbia,1992-12-28,33.0
District of Columbia,1992-12-29,35.0
District of Columbia,1992-12-30,53.0
District of Columbia,1992-12-31,38.0
District of Columbia,1993-01-01,23.0
District of Columbia,1993-01-02,58.0
District of Columbia,1993-01-03,34.0
District of Columbia,1993-01-04,39.0
District of Columbia,1993-01-05,36.0
District of Columbia,1993-01-06,55.0
District of Columbia,1993-01-07,28.0
District of Columbia,1993-01-08,35.0
District of Columbia,1993-01-09,72.0
District of Columbia,1993-01-10,32.0
District of Columbia,1993-01-11,40.0
District of Columbia,1993-01-12,43.0
District of Columbia,1993-01-13,44.0
District of Columbia,1993-01-14,30.0
District of Columbia,1993-01-15,29.0
District of Columbia,1993-01-16,98.0
District of Columbia,1993-01-17,31.0
District of Columbia,1993-01-18,32.0
District of Columbia,1993-01-19,49.0
District of Columbia,1993-01-20,84.0
District of Columbia,1993-01-21,55.0
District of Columbia,1993-01-22,35.0
District of Columbia,1993-01-23,53.0
District of Columbia,1993-01-24,53.0
District of Columbia,1993-01-25,34.0
District of Columbia,1993-01-26,41.0
District of Columbia,1993-01-27,65.0
District of Columbia,1993-01-28,42.0
District of Columbia,1993-01-29,41.0
District of Columbia,1993-01-30,42.0
District of Columbia,1993-01-31,32.0
District of Columbia,1993-02-01,24.0
District of Columbia,1993-02-02,42.0
District of Columbia,1993-02-03,58.0
District of Columbia,1993-02-04,39.0
District of Columbia,1993-02-05,77.0
District of Columbia,1993-02-06,58.0
District of Columbia,1993-02-07,41.0
District of Columbia,1993-02-08,41.0
District of Columbia,1993-02-09,46.0
District of Columbia,1993-02-10,92.0
District of Columbia,1993-02-11,66.0
District of Columbia,1993-02-12,34.0
District of Columbia,1993-02-13,47.0
District of Columbia,1993-02-14,30.0
District of Columbia,1993-02-15,40.0
District of Columbia,1993-02-16,42.0
District of Columbia,1993-02-17,53.0
District of Columbia,1993-02-18,28.0
District of Columbia,1993-02-19,44.0
District of Columbia,1993-02-20,67.0
District of Columbia,1993-02-21,41.0
District of Columbia,1993-02-22,38.0
District of Columbia,1993-02-23,31.0
District of Columbia,1993-02-24,46.0
District of Columbia,1993-02-25,42.0
District of Columbia,1993-02-26,45.0
District of Columbia,1993-02-27,72.0
District of Columbia,1993-02-28,55.0
District of Columbia,1993-03-01,66.0
District of Columbia,1993-03-02,73.0
District of Columbia,1993-03-03,97.0
District of Columbia,1993-03-04,42.0
District of Columbia,1993-03-05,42.0
District of Columbia,1993-03-06,48.0
District of Columbia,1993-03-07,49.0
District of Columbia,1993-03-08,89.0
District of Columbia,1993-03-09,27.0
District of Columbia,1993-03-10,60.0
District of Columbia,1993-03-11,31.0
District of Columbia,1993-03-12,39.0
District of Columbia,1993-03-13,35.0
District of Columbia,1993-03-14,28.0
District of Columbia,1993-03-15,51.0
District of Columbia,1993-03-16,52.0
District of Columbia,1993-03-17,75.0
District of Columbia,1993-03-18,30.0
District of Columbia,1993-03-19,43.0
District of Columbia,1993-03-20,57.0
District of Columbia,1993-03-21,44.0
District of Columbia,1993-03-22,51.0
District of Columbia,1993-03-23,41.0
District of Columbia,1993-03-24,61.0
District of Columbia,1993-03-25,45.0
District of Columbia,1993-03-26,63.0
District of Columbia,1993-03-27,70.0
District of Columbia,1993-03-28,46.0
District of Columbia,1993-03-29,43.0
District of Columbia,1993-03-30,57.0
District of Columbia,1993-03-31,54.0
District of Columbia,1993-04-01,47.0
District of Columbia,1993-04-02,42.0
District of Columbia,1993-04-03,45.0
District of Columbia,1993-04-04,42.0
District of Columbia,1993-04-05,42.0
District of Columbia,1993-04-06,50.0
District of Columbia,1993-04-07,55.0
District of Columbia,1993-04-08,66.0
District of Columbia,1993-04-09,50.0
District of Columbia,1993-04-10,31.0
District of Columbia,1993-04-11,51.0
District of Columbia,1993-04-12,43.0
District of Columbia,1993-04-13,48.0
District of Columbia,1993-04-14,56.0
District of Columbia,1993-04-15,49.0
District of Columbia,1993-04-16,38.0
District of Columbia,1993-04-17,36.0
District of Columbia,1993-04-18,60.0
District of Columbia,1993-04-19,44.0
District of Columbia,1993-04-20,43.0
District of Columbia,1993-04-21,52.0
District of Columbia,1993-04-22,33.0
District of Columbia,1993-04-23,44.0
District of Columbia,1993-04-24,59.0
District of Columbia,1993-04-25,55.0
District of Columbia,1993-04-26,35.0
District of Columbia,1993-04-27,52.0
District of Columbia,1993-04-28,58.0
District of Columbia,1993-04-29,76.0
District of Columbia,1993-04-30,71.0
District of Columbia,1993-05-01,84.0
District of Columbia,1993-05-02,67.0
District of Columbia,1993-05-03,84.0
District of Columbia,1993-05-04,31.0
District of Columbia,1993-05-05,46.0
District of Columbia,1993-05-06,53.0
District of Columbia,1993-05-07,60.0
District of Columbia,1993-05-08,51.0
District of Columbia,1993-05-09,55.0
District of Columbia,1993-05-10,74.0
District of Columbia,1993-05-11,90.0
District of Columbia,1993-05-12,79.0
District of Columbia,1993-05-13,38.0
District of Columbia,1993-05-14,57.0
District of Columbia,1993-05-15,76.0
District of Columbia,1993-05-16,48.0
District of Columbia,1993-05-17,40.0
District of Columbia,1993-05-18,43.0
District of Columbia,1993-05-19,75.0
District of Columbia,1993-05-20,42.0
District of Columbia,1993-05-21,47.0
District of Columbia,1993-05-22,61.0
District of Columbia,1993-05-23,51.0
District of Columbia,1993-05-24,47.0
District of Columbia,1993-05-25,56.0
District of Columbia,1993-05-26,60.0
District of Columbia,1993-05-27,64.0
District of Columbia,1993-05-28,54.0
